activity_id,title,description,status,start_date,end_date,spent_time,expected_time 
1405,Quo.,"Faceres tu quidem, Torquate, haecomnia; nihil enim arbitror esse magna laude dignum, quod tepraetermissurum credam aut mortis aut doloris metu. non quaeriturautem quid naturae tuae consentaneum sit, sed quid disciplinae.ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, incaelum efferat laudibus. A?",FINISHED,2017-06-24,2017-06-27,1462,1440
1406,Se?,"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut.",FINISHED,2017-06-27,2017-06-30,1529,1440
1407,Se?,"Si te amicus tuus moriensrogaverit, ut hereditatem reddas suae filiae, nec usquam idscripserit, ut scripsit Fadius, nec cuiquam dixerit, quid facies?tu quidem reddes; ipse Epicurus fortasse redderet, ut SextusPeducaeus, Sex. F., is qui hunc nostrum reliquit effigiem ethumanitatis et probitatis suae filium, cum doctus, tum omnium viroptimus et iustissimus, cu?",FINISHED,2017-06-30,2017-07-03,1529,1440
1408,Ii?,"Sed de clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. erit enim iam de omnium virtutum cursu ad voluptatem proprius disserendi locus. nunc autem explicabo, voluptas ipsa quae qualisque sit, ut tollatur error omnis imperitorum intellegaturque ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens?",FINISHED,2017-07-03,2017-07-06,1434,1440
1409,N.,"Quid ergo? istam voluptatem, inquit, Epicurus ignorat? Non semper, inquam; nam interdum nimis etiamnovit, quippe qui testificetur ne intellegere quidem se posse ubisit aut quod sit ullum bonum praeter illud, quod cibo et potione etaurium delectatione et obscena voluptate capiatur. an haec ab eonon dicuntur? Quasi vero me pudeat, inquit!",FINISHED,2017-07-06,2017-07-09,1495,1440
1410,Ii.,"Quae dici eadem de ceterisvirtutibus possunt, quarum omnium fundamenta vos in voluptatetamquam in aqua ponitis. quid enim? fortemne possumus dicere eundemillum Torquatum?-delector enim, quamquam te non possum, ut ais, corrumpere, delector, inquam, et familia vestra et nomine. ethercule mihi vir optimus nostrique amantissimus, Aulus Torquatus, versatur ante oculos, cuius quantu!",FINISHED,2017-07-09,2017-07-12,1469,1440
1411,O,"Constituto autem illo, de quo ante diximus, quod honestum esset, id esse solum bonum, intellegi necesse est pluris id, quod honestum sit, aestimandum esse quam illa media, quae ex eo comparentur. stultitiam autem et timiditatem et iniustitiam et intemperantiam cum dicimus esse fugiendas propter eas res, quae ex ipsis eveniant.",FINISHED,2017-07-12,2017-07-15,1376,1440
1412,A?,"Circumscriptis igitur iis sententiis, quas posui, et iis, si quae similes earum sunt, relinquitur ut summum bonum sit vivere scientiam adhibentem earum rerum, quae natura eveniant, seligentem quae secundum naturam et quae contra naturam sint reicientem, id est convenienter congruenterque naturae vivere. Sed in ceteris artibus cum dicitur artificiose, posteru!",FINISHED,2017-07-15,2017-07-18,1545,1440
1413,Resta.,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2017-07-18,2017-07-21,1409,1440
1414,Ho.,"Hoc ille tuus non vult omnibusqueex rebus voluptatem quasi mercedem exigit. sed ad illum redeo. sivoluptatis causa cum Gallo apud Anienem depugnavit provocatus et exeius spoliis sibi et torquem et cognomen induit ullam aliam obcausam, nisi quod ei talia facta digna viro videbantur, fortem nonputo. iam si pudor, si modestia!",FINISHED,2017-07-21,2017-07-24,1397,1440
1415,Se.,"Sed iure Mucius. ego autem mirari non queo unde hoc sit tam insolens domesticarum rerum fastidium. non est omnino hic docendi locus; sed ita sentio et saepe disserui, Latinam linguam non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. quando enim nobis, vel dicam aut oratoribu!",FINISHED,2017-07-24,2017-07-27,1503,1440
1416,Amicitia.,"Occultum facinus esse potuerit, gaudebit; deprehensus omnem poenam contemnet. erit enim instructusad mortem contemnendam, ad exilium, ad ipsum etiam dolorem. quemquidem vos, cum improbis poenam proponitis, inpetibilem facitis, cum sapientem semper boni plus habere vultis, tolerabilem. Sedfinge non solum callidum eum, qui aliquid improbe faciat, verumetiam praepotentem, ut M. Crassu!",FINISHED,2017-07-27,2017-07-30,1511,1440
1417,Facillimu?,"Ne tu, inquam, Cato, verbis illustribus et id, quod vis, declarantibus! itaque mihi videris Latine docere philosophiam et ei quasi civitatem dare. quae quidem adhuc peregrinari Romae videbatur nec offerre sese nostris sermonibus, et ista maxime propter limatam quandam et rerum et verborum tenuitatem. scio enim esse quosdam, qui quavi!",FINISHED,2017-07-30,2017-08-02,1427,1440
1418,I!,"A primo, ut opinor, animantiumortu petitur origo summi boni. 'Simul atque natum animal est, gaudet voluptate et eam appetit ut bonum, aspernatur dolorem utmalum.' De malis autem et bonis ab iis animalibus, quae nondumdepravata sint, ait optime iudicari. haec et tu ita posuisti, etverba vestra sunt. quam multa vitiosa! summu!",FINISHED,2017-08-02,2017-08-05,1378,1440
1419,U!,"Cupiditates non Epicuri divisionefiniebat, sed sua satietate. habebat tamen rationem valitudinis:utebatur iis exercitationibus, ut ad cenam et sitiens et esuriensveniret, eo cibo, qui et suavissimus esset et idem facillimus adconcoquendum, vino et ad voluptatem et ne noceret. cetera illaadhibebat, quibus demptis negat se Epicurus intellegere quid sitbonum. aberat omnis dolor?",FINISHED,2017-08-05,2017-08-08,1440,1440
1420,Atqu!,"Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. in quibus hoc primum est in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. quis enim tam inimicus paene nomini Romano est, qu?",FINISHED,2017-08-08,2017-08-11,1475,1440
1421,O,"Quam haec sunt contraria! hic sidefinire, si dividere didicisset, si loquendi vim, si deniqueconsuetudinem verborum teneret, numquam in tantas salebrasincidisset. nunc vides, quid faciat. quam nemo umquam voluptatemappellavit, appellat; quae duo sunt, unum facit. hanc in motuvoluptatem - sic enim has suaves et quasi dulces voluptatesappellat - interdum ita extenuat!",FINISHED,2016-11-18,2016-11-22,1884,1920
1422,Atqu.,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2016-11-22,2016-11-26,1850,1920
1423,I?,"Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. in quibus hoc primum est in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. quis enim tam inimicus paene nomini Romano est, qu!",FINISHED,2016-11-26,2016-11-30,1943,1920
1424,E?,"Occultum facinus esse potuerit, gaudebit; deprehensus omnem poenam contemnet. erit enim instructusad mortem contemnendam, ad exilium, ad ipsum etiam dolorem. quemquidem vos, cum improbis poenam proponitis, inpetibilem facitis, cum sapientem semper boni plus habere vultis, tolerabilem. Sedfinge non solum callidum eum, qui aliquid improbe faciat, verumetiam praepotentem, ut M. Crassu!",FINISHED,2016-11-30,2016-12-04,1917,1920
1425,Heri!,"Sed possunt haec quadam ratione dici non modo non repugnantibus, verum etiam approbantibus nobis. sic enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. his rebus instructus semper est i!",FINISHED,2016-12-04,2016-12-08,1835,1920
1426,Ia!,"Contineo me ab exemplis. Graecishoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor;ego si nostros colligere coepero, perficiam illud quidem, ut sevirtuti tradat constringendam voluptas, sed dies me deficiet, et, ut Aulus Varius, qui est habitus iudex durior, dicere consessorisolebat, cum datis testibus alii tamen citarentur: 'Aut hoc testiumsatis est?",FINISHED,2016-12-08,2016-12-12,1906,1920
1427,Qua!,"Haec, quae praeposita dicimus, partim sunt per se ipsa praeposita, partim quod aliquid efficiunt, partim utrumque, per se, ut quidam habitus oris et vultus, ut status, ut motus, in quibus sunt et praeponenda quaedam et reicienda; alia ob eam rem praeposita dicentur, quod ex se aliquid efficiant, ut pecunia, ali.",FINISHED,2016-12-12,2016-12-16,1921,1920
1428,Videsn.,"Quid paulo ante, inquit, dixerimnonne meministi, cum omnis dolor detractus esset, variari, nonaugeri voluptatem? Memini vero, inquam; sed tu istuc dixti beneLatine, parum plane. varietas enim Latinum verbum est, idqueproprie quidem in disparibus coloribus dicitur, sed transfertur inmulta disparia: varium poema, varia oratio, varii mores, variafortuna, voluptas etiam varia dic.",FINISHED,2016-12-16,2016-12-20,1975,1920
1429,Naturale.,"Quoniam igitur omnis summaphilosophiae ad beate vivendum refertur, idque unum expetenteshomines se ad hoc studium contulerunt, beate autem vivere alii inalio, vos in voluptate ponitis, item contra miseriam omnem indolore, id primum videamus, beate vivere vestrum quale sit. atquehoc dabitis, ut opinor, si modo sit aliquid esse beatum, idoportere totu?",FINISHED,2016-12-20,2016-12-24,1980,1920
1430,Qu!,"Eademque ratione ne temperantiam quidem propter se expetendam esse dicemus, sed quia pacem animis afferat et eos quasi concordia quadam placet ac leniat. temperantia est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. nec enim satis est iudicare quid faciendum non faciendumve sit, sed stare etia?",FINISHED,2016-12-24,2016-12-28,1819,1920
1431,Atqu!,"Esto, fecerit, si ita vis, Torquatus propter suas utilitates - malo enim dicere quamvoluptates, in tanto praesertim viro - num etiam eius collega P.Decius, princeps in ea familia consulatus, cum se devoverat et equoadmisso in mediam aciem Latinorum irruebat, aliquid de voluptatibussuis cogitabat? ubi ut eam caperet aut quando? cu!",FINISHED,2016-12-28,2017-01-01,1835,1920
1432,Eademqu!,"Sed haec quidem liberius ab eodicuntur et saepius. quod equidem non reprehendo; est enim tantiphilosophi tamque nobilis audacter sua decreta defendere. sed tamenex eo, quod eam voluptatem, quam omnes gentes hoc nomine appellant, videtur amplexari saepe vehementius, in magnis interdum versaturangustiis, ut hominum conscientia remota nihil tam turpe sit, quodvoluptati?",FINISHED,2017-01-01,2017-01-05,1895,1920
1433,Eademqu?,"Sed hoc sane concedamus. contemnitenim disserendi elegantiam, confuse loquitur. gerendus est mos, modo recte sentiat. et quidem illud ipsum non nimium probo ettantum patior, philosophum loqui de cupiditatibus finiendis. anpotest cupiditas finiri? tollenda est atque extrahenda radicitus.quis est enim, in quo sit cupiditas, quin recte cupidus dicipossit? ergo et avaru.",FINISHED,2017-01-05,2017-01-09,1868,1920
1434,U!,"Circumscriptis igitur iis sententiis, quas posui, et iis, si quae similes earum sunt, relinquitur ut summum bonum sit vivere scientiam adhibentem earum rerum, quae natura eveniant, seligentem quae secundum naturam et quae contra naturam sint reicientem, id est convenienter congruenterque naturae vivere. Sed in ceteris artibus cum dicitur artificiose, posteru?",FINISHED,2017-01-09,2017-01-13,1823,1920
1435,S?,"Prave, nequiter, turpiter cenabat; non igitur. nec lapathi suavitatem acupenseri Galloni Laeliusanteponebat, sed suavitatem ipsam neglegebat; quod non faceret, siin voluptate summum bonum poneret. Semovenda est igitur voluptas, nonsolum ut recta sequamini, sed etiam ut loqui deceat frugaliter. possumusne ergo in vita summum bonum dicere, cum id ne in cenaquide?",FINISHED,2017-01-13,2017-01-17,1970,1920
1436,Qu!,"Hoc positum in Phaedro a Platoneprobavit Epicurus sensitque in omni disputatione id fieri oportere.sed quod proximum fuit non vidit. negat enim definiri rem placere, sine quo fieri interdum non potest, ut inter eos, qui ambigunt, conveniat quid sit id, de quo agatur, velut in hoc ipso, de quonunc disputamus. quaerimu.",FINISHED,2017-01-17,2017-01-21,1933,1920
1437,Se?,"Memini me adesse P. Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q. Fadio Gallo, cuius in testamento scriptum esset se ab eo rogatum ut omnishereditas ad filiam perveniret. id Sextilius factum negabat.poterat autem inpune; quis enim redargueret? nemo nostrum credebat, eratque veri similius hunc mentiri!",FINISHED,2017-01-21,2017-01-25,1923,1920
1438,Se.,"Stuprata per vim Lucretia a regisfilio testata civis se ipsa interemit. hic dolor populi Romani duceet auctore Bruto causa civitati libertatis fuit, ob eiusquemulieris memoriam primo anno et vir et pater eius consul estfactus. tenuis Lucius Verginius unusque de multis sexagesimo annopost libertatem receptam virginem filiam sua manu occidit potius?",FINISHED,2017-01-25,2017-01-29,1834,1920
1439,Traditur.,"Sed ex hoc primum error tollendus est, ne quis sequi existimet, ut duo sint ultima bonorum. etenim, si cui propositum sit conliniare hastam aliquo aut sagittam, sicut nos ultimum in bonis dicimus, sic illi facere omnia, quae possit, ut conliniet huic in eius modi similitudine omnia sint facienda, ut conliniet!",FINISHED,2017-01-29,2017-02-02,1924,1920
1440,Qui.,"Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. in quibus hoc primum est in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. quis enim tam inimicus paene nomini Romano est, qu!",FINISHED,2017-02-02,2017-02-06,1882,1920
1441,U!,"Sunt enim levia et perinfirma, quae dicebantur a te, animi conscientia improbos excruciari, tumetiam poenae timore, qua aut afficiantur aut semper sint in metu neafficiantur aliquando. non oportet timidum aut inbecillo animofingi non bonum illum virum, qui, quicquid fecerit, ipse se crucietomniaque formidet, sed omnia callide referentem ad utilitatem, acutum?",FINISHED,2017-02-06,2017-02-10,1993,1920
1442,A!,"'Oculorum', inquit Plato, 'est innobis sensus acerrimus, quibus sapientiam non cernimus. quam illaardentis amores excitaret sui!' Cur tandem? an quod ita callidaest, ut optime possit architectari voluptates? Cur iustitialaudatur? aut unde est hoc contritum vetustate proverbium: 'quicumin tenebris'? hoc dictum in una re latissime patet, ut in omnibusfactis re, no!",FINISHED,2017-02-10,2017-02-14,1878,1920
1443,Tribu?,"Quid ergo attinet dicere: 'Nihilhaberem, quod reprehenderem, si finitas cupiditates haberent'? hocest dicere: 'Non reprehenderem asotos, si non essent asoti.' istomodo ne improbos quidem, si essent boni viri. hic homo severusluxuriam ipsam per se reprehendendam non putat, et hercule, Torquate, ut verum loquamur, si summum bonum voluptas est, rectissime no.",FINISHED,2017-02-14,2017-02-18,1969,1920
